name,author,version,category,format_version,n_tables,n_models,n_images,n_scripts,n_other,softcodes,has_modfiles,meta_error,tables,path
Akira pc triceramon origianl,Mojoceramon aka HexerVoodoom,1,New Digimon,1,5,0,6,0,0,no,yes,,item_para/table|same_animation_data/digimon|same_animation_data/mob|same_animation_data/npc|same_animation_data/pc,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\akiraPC
Alex Taylor custom lines,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,4,0,0,0,0,yes,yes,,battle_command/Command|degeneration_para/digimon|evolution_next_para/digimon|skill_content_name/Sheet1,D:\Mateus\destop\alex taylor\MOD TAYLOR
Alpha Impmon,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,25,71,35,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_position_offset/offset|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\New folde748978788r
Alpha Impmon,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,25,71,35,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_position_offset/offset|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\alphaimpmonx
Alpha Impmon digivlution,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,1,0,0,0,0,yes,yes,,evolution_next_para/digimon,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\impmondigivolution
ashy ,Mojoceramon aka HexerVoodoom,1,playable OC as main character,1,0,4,1,0,0,no,yes,,,D:\Mateus\Modding Digimon\ashy\mod
ashy ,Mojoceramon aka HexerVoodoom,1,playable OC as main character,1,0,4,1,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\ashy_mod
Blacksword Akira,Mojoceramon aka HexerVoodoom,0.1,Costume,1,1,258,46,0,0,no,yes,,same_animation_data/pc,D:\Mateus\destop\alex taylor\mustache\blacksword
Blacksword Akira,Mojoceramon aka HexerVoodoom,0.1,Costume,1,1,258,46,0,0,no,yes,,same_animation_data/pc,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\blacksword
bleach uniform,Mojoceramon AKA HexerVoodoom,3.0,Alternative playable Character,1,0,0,18,0,1,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\bleach uniform
brazilain pc Fei (ami),Mojoceramon AKA HexerVoodoom,2.0,Alternative playable Character,1,0,0,6,0,0,no,yes,,,D:\Mateus\Modding Digimon\fei\Skins
Brazilian Fei,Mojoceramon AKA HexerVoodoom,2.0,Alternative playable Character,1,0,0,4,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\brazilian fei
Brina,Mojoceramon aka HexerVoodoom,1,Skin,1,0,0,8,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\brina
Brina,Mojoceramon aka HexerVoodoom,1,Skin,1,0,0,8,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\brinafrb
Chaos Generals DigiDestined Edition,Mojoceramon AKA HexerVoodoom,0.1,Digimon,1,34,29,50,0,1,yes,yes,,(loose)voice|battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|battle_voice/voice|battle_voice_add/voice|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|item_explanation/Sheet1|item_name/Sheet1|item_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_effect/digimon|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|same_animation_data/pc|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\Chaos Generals Digidestined Edition
Chaos Powers VO,Mojoceramon AKA HexerVoodoom,1.0,VO,2,3,0,0,0,1,yes,yes,,(loose)voice|battle_voice/voice|battle_voice_add/voice,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\voice
Chaosmon: T voice,Mojoceramon AKA HexerVoodoom,1.0,Voice,2,3,0,0,0,1,yes,yes,,(loose)voice|battle_voice/voice|battle_voice_add/voice,D:\Mateus\Modding Digimon\TIAMATMON\VOICE MOD
Chaosmon: T voice,Mojoceramon AKA HexerVoodoom,1.0,Voice,2,3,0,0,0,1,yes,yes,,(loose)voice|battle_voice/voice|battle_voice_add/voice,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\TIAMATMON VOICE MOD
Chaosmon: Tiamat,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,22,36,33,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\TIAMATMON\testetiamatmon
Chaosmon: Tiamat,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,22,36,33,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\chaosmon-tiamat
Chaosmon:Ubber ,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,23,108,93,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|medal_gasha_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\chaos brach\CHAOSMON-UBBER
Chaosmon:Ubber ,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,23,58,93,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|medal_gasha_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\CHAOSMON-UBBER
Chaosmon:Ubber ,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,23,110,93,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|medal_gasha_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\CHAOSMON-UBBER_1.1
Chaosmon:Ubber ,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,23,56,93,0,2,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|medal_gasha_para/table|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\CHAOSMON-UBBERx
date 2.0,Mojoceramon aka HexerVoodoom,1,New Digimon,1,0,105,12,0,0,no,yes,,,D:\Mateus\Modding Digimon\date 2.0
date 2.0,Mojoceramon aka HexerVoodoom,1,New Digimon,1,0,71,0,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\date 2.0
Digidestined UI,Mojoceramon AKA HexerVoodoom,2.0,Alternative playable Character,1,0,16,33,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\UI
DW2 Challenge Battle ost,Mojoceramon AKA HexerVoodoom,1.0,Voice,1,21,74,32,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon,C:\Users\spera\Documents
DW2 Challenge Battle ost,Mojoceramon AKA HexerVoodoom,1.0,Voice,2,1,0,0,0,1,no,yes,,(loose)bgm,D:\Mateus\Modding Digimon\neocrimson\finalizando\ALL VERSION\DW2ChallengeOST
DW2 Challenge Battle ost,Mojoceramon AKA HexerVoodoom,1.0,Voice,2,1,0,0,0,1,no,yes,,(loose)bgm,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\DW2ChallengeOST
Gaiomon: Itto Mode,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,21,74,32,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon,D:\Mateus\Modding Digimon\GAIOMON
Gaiomon: Itto Mode,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,21,74,41,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon,D:\Mateus\Modding Digimon\chaos brach\New folder
Gaiomon: Itto Mode Digidestined Version,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,21,74,42,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\2s
Gaiomon: Itto Mode Digidestined Version,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,21,74,32,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\Gaiomon Itto Mode Digidestined Version
gotsumon,Mojoceramon aka HexerVoodoom,1,Skin,1,0,12,4,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\gotsumon
GrandMaster Tyrannomon testing patch,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,4,0,0,0,0,yes,yes,,battle_command/Command|degeneration_para/digimon|evolution_condition_para/digimon|evolution_next_para/digimon,D:\Mateus\Modding Digimon\grandmaster_tyrannomon\gmtyrano_mod\1st part\testing patch
GrandMaster Tyrannomon testing patch,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,4,0,0,0,0,yes,yes,,battle_command/Command|degeneration_para/digimon|evolution_condition_para/digimon|evolution_next_para/digimon,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\GMT testing patch
Hexer Pack II - DigiDestined,Mojoceramon aka HexerVoodoom,1,New Digimon,1,23,189,51,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_position_offset/offset|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\HexersPack_II_digidestined
Hexer's DigiLab Pack - DigiDestined Version,Mojoceramon aka HexerVoodoom,1,Skin,1,27,72,195,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_position_offset/offset|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\Hexers DigiLab Pack  DigiDestined Version
Hexer's Pack for Digidestined,Mojoceramon aka HexerVoodoom,1,New digimon,1,24,101,42,0,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|mon_cpl/Coupling|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\HexersPack_digidestined
keisuke Fighter,Mojoceramon AKA HexerVoodoom,1,New digimon,1,24,4,2,1,0,yes,yes,,battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|join_digimon_para/party|join_digimon_para_add/party|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\KeisukeFighter
Kyoko alpha Skin,Mojoceramon AKA HexerVoodoom,2.0,Alternative playable Character,1,0,0,1,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\skin alpha
MagnamonXOC,Mojoceramon AKA HexerVoodoom,1.0,Digimon,1,0,230,25,0,0,no,yes,,,D:\Mateus\Modding Digimon\magnmonx\MOD_magnamonx
MagnamonXOC,Mojoceramon AKA HexerVoodoom,1.0,Digimon,1,1,222,31,0,0,no,yes,,item_para/table,D:\Mateus\Modding Digimon\magnmonx\MOD_magnamonx\v2
MagnamonXOC,Mojoceramon AKA HexerVoodoom,1.0,Digimon,1,1,230,25,0,0,no,yes,,item_para/table,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\MOD_magnamonx
Master Tyranomon TCG skin),Mojoceramon aka HexerVoodoom,1,New digimon,1,0,0,1,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\Master Tyranomon TCG skin
Metal Empire Talon,Mojoceramon aka HexerVoodoom,0.1,Costume,1,0,0,11,0,0,no,yes,,,D:\Mateus\destop\alex taylor\mustache\metal empire
MetalEmpire outfit,Mojoceramon aka HexerVoodoom,1,Skin,1,1,0,17,0,0,no,yes,,item_para/table,D:\Mateus\destop\alex taylor\mustache\mod
Muscle Goddess Rina,Mojoceramon AKA HexerVoodoom,3.0,Alternative playable Character,1,0,0,3,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\mappingtest1
Natticus,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,25,128,80,0,1,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_se/se|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_position_offset/offset|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\gamamon\mod natticus
Natticus,Mojoceramon aka HexerVoodoom,0.1,New Digimon,1,25,128,80,0,1,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_effect/effect|battle_se/se|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_position_offset/offset|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\mod natticus
Omnimon Test,Mojoceramon aka HexerVoodoom,1,Skin,1,1,47,43,0,0,no,yes,,battle_command/Command,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\s3
Playable Rina 3.0,Mojoceramon AKA HexerVoodoom,3.0,Alternative playable Character,1,2,93,23,0,0,no,yes,,item_para/table|same_animation_data/pc,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\Playable Rina
remove hacking skills conditions,Mojoceramon aka HexerVoodoom,0.1,Digimon,1,2,0,0,0,0,no,yes,,hacking_skill_condition_exp/Sheet1|hacking_skill_para/Sheet1,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\easy_hacking_skills_8f96d
rima shorts,Mojoceramon aka HexerVoodoom,1,Skin,1,0,0,2,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\rina shorts
rina mm,Mojoceramon aka HexerVoodoom,1,New Digimon,1,0,21,11,0,1,no,yes,,,D:\Mateus\Modding Digimon\rina2
rina mm,Mojoceramon aka HexerVoodoom,1,New Digimon,1,34,134,173,2,14,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|info_message/Sheet1|item_para/table|join_digimon_para/party|m01_t30_0501/Sheet1|m52_t30_2001/Sheet1|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|same_animation_data/mob|same_animation_data/npc|same_animation_data/pc|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\New Rina Fighter
rina mm,Mojoceramon aka HexerVoodoom,1,New Digimon,1,0,13,0,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\rina2
rina mm,Mojoceramon aka HexerVoodoom,1,New Digimon,1,0,17,0,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\rina2-2
rina mm thic24,Mojoceramon aka HexerVoodoom,1,New Digimon,1,34,302,202,2,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|info_message/Sheet1|item_para/table|join_digimon_para/party|m01_t30_0501/Sheet1|m52_t30_2001/Sheet1|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|same_animation_data/mob|same_animation_data/npc|same_animation_data/pc|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\Mateus\Modding Digimon\rina2\thic2024
rina mm thic24,Mojoceramon aka HexerVoodoom,1,New Digimon,1,34,302,202,2,0,yes,yes,,battle_command/Command|battle_command_effect/effect|battle_support_skill/support_skill|charname/Sheet1|degeneration_para/digimon|digimon_book_explanation/Sheet1|digimon_common_para/digimon|digimon_farm_para/digimon|digimon_list/digimon|evolution_condition_para/digimon|evolution_next_para/digimon|info_message/Sheet1|item_para/table|join_digimon_para/party|m01_t30_0501/Sheet1|m52_t30_2001/Sheet1|model_attach_para/digimon01|model_attach_para/digimon02|model_attach_para/digimon03|model_default_scale/digimon|model_default_scale/pc|mon_design_para/Monster|mon_para/Monster|mon_para_hard/Monster|same_animation_data/digimon|same_animation_data/mob|same_animation_data/npc|same_animation_data/pc|skill_content_name/Sheet1|skill_name/Sheet1|skill_use_group_set/digimon|support_skill_content_name/Sheet1|support_skill_name/Sheet1|ui_mon_param_info/Field,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\thic2024
shellmon and morishellmon,Mojoceramon aka HexerVoodoom,1,Skin,1,0,4,3,0,0,no,yes,,,D:\Mateus\nc port\Scorpiomon
THICC MOD,Mojoceramon aka HexerVoodoom,1,Skin,1,4,80,42,0,1,yes,yes,,item_para/table|shop_para/limit_lineup|shop_para/lineup|shop_para/shop,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\RINA MUSCLE GODESS MODEL
THICC MOD,Mojoceramon aka HexerVoodoom,1,Skin,1,5,80,42,0,1,yes,yes,,item_para/medal_price|item_para/table|shop_para/limit_lineup|shop_para/lineup|shop_para/shop,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\RINA MUSCLE GODESS MODELxxx
THICC MOD,Mojoceramon aka HexerVoodoom,1,Skin,1,0,4,0,0,0,no,yes,,,D:\SteamLibrary\steamapps\common\SimpleDSCSModManager-develop\SimpleDSCSModManager\mods\custom rina
